riskFrequency,pvalueDescription,pvalueMantissa,pvalueExponent,multiSnpHaplotype,snpInteraction,snpType,standardError,range,description,orPerCopyNum,betaNum,betaUnit,betaDirection,loci,lastMappingDate,lastUpdateDate,pvalue,associationId,haplotypeSnpCount,description,strongestRiskAlleles,authorReportedGenes,riskAlleleName,riskFrequency,genomeWide,limitedList
NR,(subset analysis),4,-16,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2284553-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IFNGR2', 'entrezGeneIds': [{'entrezGeneId': '3460'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000159128'}]}]}",2024-02-17T07:39:08.000+0000,2024-02-17T07:39:08.000+0000,4e-16,24298453,,Single variant,"[{'riskAlleleName': 'rs2284553-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IFNGR2', 'entrezGeneIds': [{'entrezGeneId': '3460'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000159128'}]}]",rs2284553-?,NR,False,False
NR,(subset analysis),5,-54,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs9977672-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:39:11.000+0000,2024-02-17T07:39:11.000+0000,5e-54,24298457,,Single variant,"[{'riskAlleleName': 'rs9977672-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs9977672-?,NR,False,False
NR,(subset analysis),6,-9,False,False,novel,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs1893592-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'UBASH3A', 'entrezGeneIds': [{'entrezGeneId': '53347'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000160185'}]}]}",2024-02-17T07:39:13.000+0000,2024-02-17T07:39:13.000+0000,6.000000000000001e-09,24298461,,Single variant,"[{'riskAlleleName': 'rs1893592-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'UBASH3A', 'entrezGeneIds': [{'entrezGeneId': '53347'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000160185'}]}]",rs1893592-?,NR,False,False
NR,(subset analysis),6,-25,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs4456788-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'AP001057.1', 'entrezGeneIds': [], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000232124'}]}]}",2024-02-17T07:39:15.000+0000,2024-02-17T07:39:15.000+0000,6.0000000000000005e-25,24298465,,Single variant,"[{'riskAlleleName': 'rs4456788-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'AP001057.1', 'entrezGeneIds': [], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000232124'}]}]",rs4456788-?,NR,False,False
NR,(subset analysis),4,-15,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2266961-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'UBE2L3', 'entrezGeneIds': [{'entrezGeneId': '7332'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000185651'}]}]}",2024-02-17T07:39:18.000+0000,2024-02-17T07:39:18.000+0000,4e-15,24298469,,Single variant,"[{'riskAlleleName': 'rs2266961-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'UBE2L3', 'entrezGeneIds': [{'entrezGeneId': '7332'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000185651'}]}]",rs2266961-?,NR,False,False
NR,(subset analysis),2,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs71624119-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ANKRD55', 'entrezGeneIds': [{'entrezGeneId': '79722'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164512'}]}]}",2024-02-17T07:37:37.000+0000,2024-02-17T07:37:37.000+0000,2e-08,24297808,,Single variant,"[{'riskAlleleName': 'rs71624119-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ANKRD55', 'entrezGeneIds': [{'entrezGeneId': '79722'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164512'}]}]",rs71624119-?,NR,False,False
NR,(subset analysis),3,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs4703855-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:40.000+0000,2024-02-17T07:37:40.000+0000,3.0000000000000004e-08,24297812,,Single variant,"[{'riskAlleleName': 'rs4703855-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs4703855-?,NR,False,False
NR,(subset analysis),5,-13,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs353339-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:35.000+0000,2024-02-17T07:37:36.000+0000,5e-13,24297804,,Single variant,"[{'riskAlleleName': 'rs353339-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs353339-?,NR,False,False
NR,(subset analysis),3,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs34804116-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'RP11-60A8.1', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:42.000+0000,2024-02-17T07:37:42.000+0000,3e-10,24297816,,Single variant,"[{'riskAlleleName': 'rs34804116-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'RP11-60A8.1', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs34804116-?,NR,False,False
NR,(subset analysis),6,-54,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs469758-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ERAP1', 'entrezGeneIds': [{'entrezGeneId': '51752'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164307'}]}]}",2024-02-17T07:37:44.000+0000,2024-02-17T07:37:44.000+0000,6e-54,24297821,,Single variant,"[{'riskAlleleName': 'rs469758-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ERAP1', 'entrezGeneIds': [{'entrezGeneId': '51752'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164307'}]}]",rs469758-?,NR,False,False
NR,(subset analysis),2,-21,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2910686-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ERAP2', 'entrezGeneIds': [{'entrezGeneId': '64167'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164308'}]}]}",2024-02-17T07:37:45.000+0000,2024-02-17T07:37:45.000+0000,2e-21,24297825,,Single variant,"[{'riskAlleleName': 'rs2910686-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ERAP2', 'entrezGeneIds': [{'entrezGeneId': '64167'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000164308'}]}]",rs2910686-?,NR,False,False
NR,(subset analysis),4,-12,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2549803-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'CTD-2260A17.2', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:48.000+0000,2024-02-17T07:37:48.000+0000,4e-12,24297829,,Single variant,"[{'riskAlleleName': 'rs2549803-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'CTD-2260A17.2', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs2549803-?,NR,False,False
NR,(subset analysis),2,-55,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs17622378-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'C5orf56', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:51.000+0000,2024-02-17T07:37:51.000+0000,2e-55,24297834,,Single variant,"[{'riskAlleleName': 'rs17622378-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'C5orf56', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs17622378-?,NR,False,False
NR,(subset analysis),1,-7,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs17622517-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'C5orf56', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:53.000+0000,2024-02-17T07:37:53.000+0000,1e-07,24297838,,Single variant,"[{'riskAlleleName': 'rs17622517-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'C5orf56', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs17622517-?,NR,False,False
NR,(subset analysis),4,-7,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs1004234-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'C5orf56', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:56.000+0000,2024-02-17T07:37:57.000+0000,4e-07,24297842,,Single variant,"[{'riskAlleleName': 'rs1004234-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'C5orf56', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs1004234-?,NR,False,False
NR,(subset analysis),2,-9,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs6863411-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'NDFIP1', 'entrezGeneIds': [{'entrezGeneId': '80762'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000131507'}]}]}",2024-02-17T07:37:58.000+0000,2024-02-17T07:37:58.000+0000,2e-09,24297846,,Single variant,"[{'riskAlleleName': 'rs6863411-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'NDFIP1', 'entrezGeneIds': [{'entrezGeneId': '80762'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000131507'}]}]",rs6863411-?,NR,False,False
NR,(subset analysis),2,-42,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs11749391-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IRGM', 'entrezGeneIds': [{'entrezGeneId': '345611'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000237693'}]}]}",2024-02-17T07:38:00.000+0000,2024-02-17T07:38:00.000+0000,2e-42,24297850,,Single variant,"[{'riskAlleleName': 'rs11749391-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IRGM', 'entrezGeneIds': [{'entrezGeneId': '345611'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000237693'}]}]",rs11749391-?,NR,False,False
NR,(subset analysis),2,-26,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs74817271-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'TNIP1', 'entrezGeneIds': [{'entrezGeneId': '10318'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000145901'}]}]}",2024-02-17T07:38:02.000+0000,2024-02-17T07:38:02.000+0000,2e-26,24297854,,Single variant,"[{'riskAlleleName': 'rs74817271-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'TNIP1', 'entrezGeneIds': [{'entrezGeneId': '10318'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000145901'}]}]",rs74817271-?,NR,False,False
NR,(subset analysis),3,-43,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs56167332-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:38:03.000+0000,2024-02-17T07:38:03.000+0000,3.0000000000000004e-43,24297858,,Single variant,"[{'riskAlleleName': 'rs56167332-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs56167332-?,NR,False,False
NR,(subset analysis),3,-34,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs12188300-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:38:04.000+0000,2024-02-17T07:38:04.000+0000,3e-34,24297862,,Single variant,"[{'riskAlleleName': 'rs12188300-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs12188300-?,NR,False,False
NR,(subset analysis),2,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs6697886-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'SDF4', 'entrezGeneIds': [{'entrezGeneId': '51150'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000078808'}]}]}",2024-02-17T06:36:55.000+0000,2024-02-17T06:36:55.000+0000,2e-10,24297488,,Single variant,"[{'riskAlleleName': 'rs6697886-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'SDF4', 'entrezGeneIds': [{'entrezGeneId': '51150'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000078808'}]}]",rs6697886-?,NR,False,False
NR,(subset analysis),2,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2234161-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'TNFRSF14', 'entrezGeneIds': [{'entrezGeneId': '8764'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000157873'}]}]}",2024-02-17T06:36:58.000+0000,2024-02-17T06:36:58.000+0000,2e-11,24297492,,Single variant,"[{'riskAlleleName': 'rs2234161-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'TNFRSF14', 'entrezGeneIds': [{'entrezGeneId': '8764'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000157873'}]}]",rs2234161-?,NR,False,False
NR,(subset analysis),9,-14,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs3766606-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'PARK7', 'entrezGeneIds': [{'entrezGeneId': '11315'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000116288'}]}]}",2024-02-17T06:37:01.000+0000,2024-02-17T06:37:01.000+0000,9e-14,24297496,,Single variant,"[{'riskAlleleName': 'rs3766606-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'PARK7', 'entrezGeneIds': [{'entrezGeneId': '11315'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000116288'}]}]",rs3766606-?,NR,False,False
NR,(subset analysis),7,-62,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs6426833-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T06:37:03.000+0000,2024-02-17T06:37:03.000+0000,7e-62,24297500,,Single variant,"[{'riskAlleleName': 'rs6426833-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs6426833-?,NR,False,False
NR,(subset analysis),1,-24,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs3806308-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'RNF186', 'entrezGeneIds': [{'entrezGeneId': '54546'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000178828'}]}]}",2024-02-17T06:37:06.000+0000,2024-02-17T06:37:06.000+0000,1e-24,24297504,,Single variant,"[{'riskAlleleName': 'rs3806308-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'RNF186', 'entrezGeneIds': [{'entrezGeneId': '54546'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000178828'}]}]",rs3806308-?,NR,False,False
NR,(subset analysis),8,-20,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs4655215-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'RNF186', 'entrezGeneIds': [{'entrezGeneId': '54546'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000178828'}]}]}",2024-02-17T06:37:09.000+0000,2024-02-17T06:37:09.000+0000,8e-20,24297508,,Single variant,"[{'riskAlleleName': 'rs4655215-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'RNF186', 'entrezGeneIds': [{'entrezGeneId': '54546'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000178828'}]}]",rs4655215-?,NR,False,False
NR,(subset analysis),1,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7552167-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IFNLR1', 'entrezGeneIds': [{'entrezGeneId': '163702'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000185436'}]}]}",2024-02-17T06:37:10.000+0000,2024-02-17T06:37:10.000+0000,1e-08,24297516,,Single variant,"[{'riskAlleleName': 'rs7552167-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IFNLR1', 'entrezGeneIds': [{'entrezGeneId': '163702'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000185436'}]}]",rs7552167-?,NR,False,False
NR,(subset analysis),9,-29,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs6600247-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'RP11-84D1.2', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T06:37:12.000+0000,2024-02-17T06:37:12.000+0000,9e-29,24297520,,Single variant,"[{'riskAlleleName': 'rs6600247-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'RP11-84D1.2', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs6600247-?,NR,False,False
NR,(subset analysis),1,-143,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs80174646-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL23R', 'entrezGeneIds': [{'entrezGeneId': '149233'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000162594'}]}]}",2024-02-17T06:37:14.000+0000,2024-02-17T06:37:14.000+0000,1e-143,24297525,,Single variant,"[{'riskAlleleName': 'rs80174646-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL23R', 'entrezGeneIds': [{'entrezGeneId': '149233'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000162594'}]}]",rs80174646-?,NR,False,False
NR,(subset analysis),1,-98,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7517847-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL23R', 'entrezGeneIds': [{'entrezGeneId': '149233'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000162594'}]}]}",2024-02-17T06:37:17.000+0000,2024-02-17T06:37:17.000+0000,1e-98,24297529,,Single variant,"[{'riskAlleleName': 'rs7517847-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL23R', 'entrezGeneIds': [{'entrezGeneId': '149233'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000162594'}]}]",rs7517847-?,NR,False,False
